tiempo,valor,unidad,codigo_indicador,nombre_indicador,codigo_region,nombre_region,fuente
1982,183333333.333333,$,NY.GDP.MKTP.CD,Producto Interno Bruto,LC,St. Lucia,World Bank
1981,194444444.444444,$,NY.GDP.MKTP.CD,Producto Interno Bruto,LC,St. Lucia,World Bank
1980,170370370.37037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,LC,St. Lucia,World Bank
2021,649206262.847519,$,NY.GDP.MKTP.CD,Producto Interno Bruto,MF,St. Martin (French part),World Bank
2019,652206037.103874,$,NY.GDP.MKTP.CD,Producto Interno Bruto,MF,St. Martin (French part),World Bank
2014,772921958.529509,$,NY.GDP.MKTP.CD,Producto Interno Bruto,MF,St. Martin (French part),World Bank
2011,775875748.523832,$,NY.GDP.MKTP.CD,Producto Interno Bruto,MF,St. Martin (French part),World Bank
2023,1065962962.96296,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2022,966492592.592592,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2021,872225925.925926,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2020,869111111.111111,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2019,910766666.666667,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2018,884329629.62963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2017,844040740.740741,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2016,814303703.703704,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2015,786555555.555555,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2014,770900000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2013,764781259.259259,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2012,730032592.592593,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2011,713796370.37037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2010,720447888.888889,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2009,714300259.259259,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2008,732663259.259259,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2007,713596666.666667,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2006,643501148.148148,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2005,579948925.925926,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2004,549900185.185185,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2003,509090888.888889,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2002,487763851.851852,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2001,462072333.333333,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2000,427946037.037037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1999,390718518.518519,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1998,373618518.518519,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1997,347770370.37037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1996,331488888.888889,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1995,316007407.407407,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1994,289437037.037037,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1993,286307407.407407,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1992,277955555.555556,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1991,254829629.62963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1990,240366666.666667,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1989,214745002.222222,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1988,200726712.592593,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1987,175580647.407407,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1986,160846656.666667,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1985,145641705.185185,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1984,135024987.777778,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1983,122255349.62963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1982,113759203.333333,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1981,102086539.259259,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1980,82340339.6296296,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1979,71096359.6296296,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1978,60844771.4814815,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1977,49353161.8518519,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1976,32792844.6829448,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1975,33237225.9880652,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1974,32923702.7281866,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1973,30165081.0858817,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1972,27585804.8653032,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1971,20051922.3261445,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1970,18450000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1969,16650000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1968,15350000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1967,15835106.0327781,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1966,16099959.7501006,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1965,15108295.5625944,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1964,14758296.4375922,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1963,13708299.0625857,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1962,14524963.6875908,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1961,13999965.0000875,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
1960,13066634.0000817,$,NY.GDP.MKTP.CD,Producto Interno Bruto,VC,St. Vincent and the Grenadines,World Bank
2023,109265503110.904,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2022,51666875363.0963,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2021,34229513774.9936,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2020,27034593750.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2019,32338079165.2893,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2018,32333780383.2924,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2017,41283617976.1905,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2016,42630376000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2015,51726758676.7677,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2014,49516748617.9775,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2013,43024018082.1918,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2012,37632919966.6667,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2011,55018567210.5263,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2010,58962978034.4828,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2009,51621044076.9231,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2008,64833083257.1431,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2007,59440139774.8128,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2006,45263831634.1497,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2005,35182711987.974,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2004,26646007250.7319,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2003,21355298459.5955,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2002,18137128388.3606,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2001,15716361792.1926,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2000,12257299147.2936,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1999,10682028339.6898,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1998,11250221536.7484,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1997,11681175864.3383,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1996,9018300724.66086,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1995,13830369852.313,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1994,12793798418.3843,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1993,8881010081.24942,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1992,7031933491.84899,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1991,44171194366.2039,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1990,33641222222.2222,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1989,21408111111.1111,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1988,14372555555.5556,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1987,12093333333.3333,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1986,10092200000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1985,8075259600.3398,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1984,10447615384.6154,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1983,8230153846.15385,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1982,8732542273.73424,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1981,10753888154.2798,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1980,8951800000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1979,8418407786.60599,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1978,8128719315.0792,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1977,7499005639.37649,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1976,6013210815.66115,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1975,4823090191.91008,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1974,3958931659.84759,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1973,3077254460.30228,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1972,2483055722.23738,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1971,2288340041.03486,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1970,2100229759.04718,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1969,1847501441.26221,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1968,1677771400.56798,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1967,1607409539.36648,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1966,1484491675.71652,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1965,1446869619.31898,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1964,1388282600.1961,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1963,1351234926.33899,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1962,1328259624.72217,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1961,1222860428.55503,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
1960,1126364161.7644,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SD,Sudan,World Bank
2023,3455146280.83975,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2022,3791603200.0259,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2021,3107923197.96954,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2020,2911807496.20227,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2019,4016040575.08796,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2018,3996198866.57453,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2017,3591679430.99988,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2016,3317421648.09918,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2015,5126237646.22072,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2014,5240606060.60606,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2013,5145757575.75758,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2012,4980000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2011,4422276621.78703,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2010,4368370997.92126,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2009,3875409836.06557,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2008,3532969034.60838,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2007,2936612021.85792,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2006,2626380435.17877,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2005,1793410397.38738,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2004,1484092538.40527,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2003,1274190311.41869,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2002,1093574468.08511,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2001,834279357.798165,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2000,947671969.69697,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1999,886290697.674419,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1998,1110850000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1997,926422500.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1996,861372806.2082,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1995,691590497.737557,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1994,605492537.313433,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1993,428764705.882353,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1992,404600000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1991,448100000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1990,388400000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1989,542600000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1988,1161000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1987,980000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1986,891000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1985,873000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1984,864000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1983,883500000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1982,915000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1981,889000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1980,795000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1979,782500000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1978,735500000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1977,641500000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1976,505500000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1975,465500000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1974,409850000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1973,339450000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1972,311950000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1971,301000000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1970,274900000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1969,259650000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1968,241350000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1967,220700000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1966,190350000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1965,154150000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1964,134400000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1963,125950000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1962,116150000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1961,107700000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
1960,99650000.0,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SUR,Suriname,World Bank
2023,584960475767.32,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2022,579895717343.956,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2021,637186904843.636,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2020,545147614972.141,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2019,532169294165.94,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2018,551312498430.164,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2017,536083940228.684,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2016,514218206628.325,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2015,501698263620.663,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2014,577730245154.162,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2013,584128116410.29,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2012,549742183874.355,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2011,570541353128.724,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2010,492753255885.718,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2009,434313804907.366,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2008,514616528348.834,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2007,490050156832.574,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2006,422530427475.536,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2005,391690329314.475,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2004,384547211147.247,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2003,334074051172.972,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2002,267373345246.531,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2001,242499249692.616,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
2000,262905197441.662,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1999,274320415375.678,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1998,270889570937.999,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1997,268251974485.586,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1996,291952430659.111,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1995,267052836695.499,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1994,228701658890.617,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1993,212647043708.405,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1992,283912173666.678,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1991,273834608019.843,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1990,261469578630.804,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1989,217634838449.487,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1988,206688963474.344,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1987,182746413790.928,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1986,150281594980.066,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1985,113959392484.803,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1984,109044297250.901,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1983,104863313508.367,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1982,114216043039.506,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1981,129500408223.723,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1980,141887695763.193,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1979,123208942175.363,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1978,104292130795.618,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1977,94332865494.4663,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1976,89233541403.6135,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1975,82766182746.4958,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1974,65918391224.0393,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1973,59319523962.1734,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1972,48883734671.5941,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1971,41506627519.0698,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1970,38037663341.8387,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1969,33967691454.3683,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1968,31278230633.5785,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1967,29475219787.244,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1966,27155028519.9472,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1965,24964233890.5922,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
1964,22685750575.2235,$,NY.GDP.MKTP.CD,Producto Interno Bruto,SE,Sweden,World Bank
